,Date,Home,Result
36,2022-12-30,1.0,W
37,2023-01-02,1.0,W
38,2023-01-04,1.0,L
39,2023-01-07,1.0,L
40,2023-01-10,1.0,L
41,2023-01-13,0.0,W
42,2023-01-15,0.0,L
43,2023-01-16,0.0,W
44,2023-01-19,0.0,L
45,2023-01-20,0.0,W
46,2023-01-22,1.0,L
47,2023-01-25,1.0,W
48,2023-01-27,1.0,W
49,2023-01-30,0.0,W
50,2023-02-01,0.0,L
51,2023-02-02,0.0,L
52,2023-02-04,1.0,W
53,2023-02-06,1.0,W
54,2023-02-08,0.0,L
55,2023-02-11,1.0,L
56,2023-02-13,1.0,W
57,2023-02-14,0.0,L
58,2023-02-23,0.0,L
59,2023-02-24,1.0,W
60,2023-02-26,1.0,W
61,2023-02-28,1.0,W
62,2023-03-02,1.0,W
63,2023-03-03,1.0,W
64,2023-03-05,0.0,L
65,2023-03-07,0.0,L
66,2023-03-09,0.0,L
67,2023-03-11,1.0,W
68,2023-03-13,1.0,W
69,2023-03-15,0.0,L
70,2023-03-17,0.0,L
71,2023-03-18,0.0,L
72,2023-03-20,0.0,W
73,2023-03-22,0.0,W
74,2023-03-24,1.0,W
75,2023-03-26,1.0,L
76,2023-03-28,1.0,W
77,2023-03-31,1.0,W
78,2023-04-02,0.0,L
79,2023-04-04,1.0,W
80,2023-04-07,0.0,W
81,2023-04-09,0.0,W
0,2023-04-15,0.0,
1,2023-04-17,0.0,
2,2023-04-20,1.0,
3,2023-04-23,1.0,
4,2023-04-26,0.0,
5,2023-04-28,1.0,
6,2023-04-30,0.0,
